id	name	description	categories	primary_category	tier	homepage	homepage_status	repo_url	repo_status	repo_origin	repo_stars	repo_pushed	repo_archived	repo_language	repo_license	tool_type	topics	languages	license	license_source	maturity	cost	registries	citations	citation_note	year	publication	citations_total	citations_papers	publication_title	publication_venue	publication_url	citations_recent	citations_recent_year	pmid	doi	publication_is_preprint	biotools_id	biotools_url	last_update	source	tags	featured
phasetank	PhaseTank	Systematically characterizes phasiRNAs and their regulatory cascades from plant genomic sequences	regulatory-elements	regulatory-elements	core	http://phasetank.sourceforge.net/										Command-line tool	Plant biology|Functional, regulatory and non-coding RNA|Molecular interactions, pathways and networks	Perl						97		2014	pmid:25246430			PhaseTank: genome-wide computational identification of phasiRNAs and their regulatory cascades	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/25246430/	7	2025	25246430	10.1093/bioinformatics/btu628	False	phasetank	https://bio.tools/phasetank	2024-11-25	bio.tools		
pyPINTS	PINTS	Identifies nascent transcript starts from sequencing data using peak calling	tfbs-prediction|regulatory-elements|peak-calling	tfbs-prediction	core	https://github.com/hyulab/PINTS		https://github.com/hyulab/PINTS		recorded	16	2025-06-03	False	Python	GPL-3.0	Command-line tool	Transcription factors and regulatory sites	Python	GPL-3.0	declared	Mature	Free of charge	pypi	97		2022	pmid:35177836			A comparison of experimental assays and analytical methods for genome-wide identification of active enhancers	Nature Biotechnology	https://pubmed.ncbi.nlm.nih.gov/35177836/	27	2025	35177836	10.1038/s41587-022-01211-7	False	pyPINTS	https://bio.tools/pyPINTS	2024-11-24	bio.tools		
snaphic	SnapHiC	Identifies chromatin loops from single-cell Hi-C data using a computational pipeline	nucleosome-chromatin	nucleosome-chromatin	core	https://github.com/HuMingLab/SnapHiC		https://github.com/HuMingLab/SnapHiC		recorded	42	2023-07-06	False	Python	GPL-3.0	Command-line tool	Workflows|ChIP-on-chip|Mapping|ChIP-seq|Epigenomics	Python|Shell	GPL-3.0	declared		Free of charge		97		2021	pmid:34446921			SnapHiC: a computational pipeline to identify chromatin loops from single-cell Hi-C data	Nature Methods	https://pubmed.ncbi.nlm.nih.gov/34446921/	27	2025	34446921	10.1038/s41592-021-01231-2	False	snaphic	https://bio.tools/snaphic	2021-12-13	bio.tools		
socs	SOCS	SOLiD reference based, un-gapped alignment with bisulfite capability	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://sourceforge.net/projects/socs/		https://sourceforge.net/projects/socs/		recorded						Command-line tool	Epigenetics|RNA-Seq	C++	GPL-3.0	declared				97			pmid:18842598					https://pubmed.ncbi.nlm.nih.gov/18842598/			18842598		False	socs	https://bio.tools/socs	2024-11-25	bio.tools		
multiHiCcompare	multiHiCcompare	Normalizes and detects differences between Hi-C datasets with replicates, using sparse upper triangular matrices	chromatin-3d	chromatin-3d	seed	https://bioconductor.org/packages/multiHiCcompare/																		96			doi:10.1093/bioinformatics/btz048					https://doi.org/10.1093/bioinformatics/btz048				10.1093/bioinformatics/btz048	False				curated	bioconductor	
OnTAD	OnTAD	Calls nested topologically associating domains from Hi-C data using an optimized algorithm	nucleosome-chromatin	nucleosome-chromatin	extended	https://github.com/anlin00007/OnTAD		https://github.com/anlin00007/OnTAD		recorded	26	2021-06-30	False	C++	MIT	Command-line tool	Gene regulation|Model organisms|ChIP-seq|RNA-Seq	C++	MIT	declared			docker	96		2019	pmid:31847870			OnTAD: hierarchical domain structure reveals the divergence of activity among TADs and boundaries	Genome biology	https://pubmed.ncbi.nlm.nih.gov/31847870/	20	2025	31847870	10.1186/s13059-019-1893-y	False	OnTAD	https://bio.tools/OnTAD	2021-01-04	bio.tools		
prodoric	PRODORIC	Provides a comprehensive database of prokaryotic transcription factor binding sites with integrated visualization and pattern-based search tools	motif-databases|regulatory-elements|grn-inference	motif-databases	core	https://www.prodoric.de										Database portal	Transcription factors and regulatory sites|Gene regulation|Gene structure|Bioinformatics|Model organisms		CC-BY-NC-4.0	declared		Free of charge		96		2022	pmid:34850133			PRODORIC: state-of-the-art database of prokaryotic gene regulation	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/34850133/	22	2025	34850133	10.1093/nar/gkab1110	False	prodoric	https://bio.tools/prodoric	2022-05-18	bio.tools		
ipro-wael	iPro-WAEL	Identifies promoters in multiple species using a weighted average ensemble learning model	tfbs-prediction|regulatory-elements|nucleosome-chromatin	tfbs-prediction	core	https://github.com/HaoWuLab-Bioinformatics/iPro-WAEL		https://github.com/HaoWuLab-Bioinformatics/iPro-WAEL		recorded	4	2022-08-18	False	Python		Script	Transcription factors and regulatory sites|Machine learning|Epigenomics	Python	Not licensed	declared		Free of charge		95		2022	pmid:36161334			iPro-WAEL: a comprehensive and robust framework for identifying promoters in multiple species	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/36161334/	31	2025	36161334	10.1093/nar/gkac824	False	ipro-wael	https://bio.tools/ipro-wael	2024-11-24	bio.tools		
marge	MARGE	Predicts key regulated genes and cis-regulatory regions from H3K27ac ChIP-seq profiles using a compendium of genome-wide data	regulatory-elements|peak-calling	regulatory-elements	core	http://cistrome.org/MARGE/	dead	https://github.com/suwangbio/MARGE_py3		curated						Command-line tool	ChIP-seq	Python	Not licensed	declared				95		2016	pmid:27466232			Modeling cis-regulation with a compendium of genome-wide histone H3K27ac profiles	Genome Research	https://pubmed.ncbi.nlm.nih.gov/27466232/	6	2025	27466232	10.1101/gr.201574.115	False	marge	https://bio.tools/marge	2024-11-25	bio.tools		
mutalisk	mutalisk	Analyzes somatic DNA mutations by correlating them with genomic, transcriptional and epigenomic features to identify mutational signatures and localized hypermutations	regulatory-elements|regulatory-variants	regulatory-elements	core	http://mutalisk.org										Web application	Genetic variation|Epigenomics							95		2018	pmid:29790943			Mutalisk: a web-based somatic MUTation AnaLyIS toolKit for genomic, transcriptional and epigenomic signatures	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/29790943/	9	2025	29790943	10.1093/nar/gky406	False	mutalisk	https://bio.tools/mutalisk	2024-11-25	bio.tools		
remodiscovery	ReMoDiscovery	Infers transcriptional module networks by integrating ChIP-chip, motif, and microarray data	grn-inference	grn-inference	core	http://bioinformatics.intec.ugent.be/kmarchal/Supplementary_Information_Lemmens_2006/Index.html										Command-line tool	Molecular interactions, pathways and networks							95		2006	pmid:16677396			Inferring transcriptional modules from ChIP-chip, motif and microarray data	Genome biology	https://pubmed.ncbi.nlm.nih.gov/16677396/	0	2025	16677396	10.1186/gb-2006-7-5-r37	False	remodiscovery	https://bio.tools/remodiscovery	2024-11-25	bio.tools		
tfbsfinder	TFBSfinder	Identifies transcription factor binding sites from ChIP and microarray data using conservation and clustering methods	motif-discovery|tfbs-prediction	motif-discovery	core	http://bits.iis.sinica.edu.tw/~TFBSfinder/	dead									Command-line tool	TFBS|ChiP|DNA|ChIP-chip|ChIP-chip|Transcription factor binding sites|Sequences|Transcription|Model organisms							95		2005	doi:10.1073/pnas.0505874102			Statistical methods for identifying yeast cell cycle transcription factors	Proceedings of the National Academy of Sciences	https://doi.org/10.1073/pnas.0505874102	1	2025	16157877	10.1073/pnas.0505874102	False	tfbsfinder	https://bio.tools/tfbsfinder	2018-12-10	bio.tools		
RAMPAGE	RAMPAGE	Identifies expressed Alu elements from RAMPAGE data using a pipeline	regulatory-elements	regulatory-elements	core	https://github.com/kepbod/rampage_alu		https://github.com/kepbod/rampage_alu		recorded	2	2019-09-04	False	Python	MIT		Transcription factors and regulatory sites|Mobile genetic elements|Sample collections	Python	MIT	declared				94		2019	pmid:31413151			Genome-wide analysis of polymerase III–transcribed Alu elements suggests cell-type–specific enhancer function	Genome Research	https://pubmed.ncbi.nlm.nih.gov/31413151/	15	2025	31413151	10.1101/gr.249789.119	False	RAMPAGE	https://bio.tools/RAMPAGE	2020-12-11	bio.tools		
tadcompare	TADCompare	An R Package for Differential and Temporal Analysis of Topologically Associated Domains	nucleosome-chromatin|chromatin-3d	nucleosome-chromatin	core	https://github.com/dozmorovlab/TADCompare		https://github.com/dozmorovlab/TADCompare		recorded	27	2026-08-21	False	R	NOASSERTION		Chromosome conformation capture|DNA|Epigenetics|Ontology and terminology|RNA-Seq	R	NOASSERTION	repository				94		2020	pmid:32211023					https://pubmed.ncbi.nlm.nih.gov/32211023/			32211023		False	tadcompare	https://bio.tools/tadcompare	2021-02-25	bio.tools		
coxpresdb	COXPRESdb	Compares gene coexpression across seven animal species using Mutual Rank and integrated omics data	regulatory-elements|grn-inference	regulatory-elements	core	http://coxpresdb.jp										Database portal	Zoology|Molecular interactions, pathways and networks|Plant biology							93		2010	pmid:21081562			COXPRESdb: a database to compare gene coexpression in seven model animals	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/21081562/	1	2025	21081562	10.1093/nar/gkq1147	False	coxpresdb	https://bio.tools/coxpresdb	2024-11-25	bio.tools		
dbchip	DBChIP	Detects differentially bound sharp binding sites across multiple conditions from ChIP-seq data, with or without matching control samples	tfbs-prediction|peak-calling	tfbs-prediction	core	http://bioconductor.org/packages/release/bioc/html/DBChIP.html	dead									Command-line tool|Library	ChIP-seq|Transcription factors and regulatory sites	R	GPL-2.0	declared			bioconductor	93		2011	pmid:22057161			Detecting differential binding of transcription factors with ChIP-seq	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/22057161/	2	2025	22057161	10.1093/bioinformatics/btr605	False	dbchip	https://bio.tools/dbchip	2024-11-25	bio.tools		
geneprof	GeneProf	Web-based graphical suite for analysing RNA-seq and ChIP-seq data	peak-calling|peak-annotation	peak-calling	core	http://www.geneprof.org/GeneProf/										Web service	RNA-Seq|ChIP-seq	JavaScript|Java			Mature			93		2012	pmid:22205509			GeneProf: analysis of high-throughput sequencing experiments	Nature Methods	https://pubmed.ncbi.nlm.nih.gov/22205509/	1	2025	22205509	10.1038/nmeth.1809	False	geneprof	https://bio.tools/geneprof	2024-11-24	bio.tools		
pscan-chip	Pscan-ChIP	Scans ChIP-Seq regions for transcription factor motifs and evaluates enrichment and positional bias using user-uploaded or JASPAR/TRANSFAC descriptors	motif-scanning|peak-calling	motif-scanning	core	http://www.beaconlab.it/pscan_chip_dev/										Command-line tool	ChiP|Transcription|ChIP-seq|DNA							93		2013	pmid:23748563			PscanChIP: finding over-represented transcription factor-binding site motifs and their correlations in sequences from ChIP-Seq experiments	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/23748563/	3	2025	23748563	10.1093/nar/gkt448	False	pscan-chip	https://bio.tools/pscan-chip	2024-11-25	bio.tools		
pscanchip	PscanChIP	Scans ChIP-Seq genomic regions with motif descriptors to evaluate enrichment and positional bias	motif-discovery|motif-scanning	motif-discovery	core	http://www.beaconlab.it/pscan_chip_dev		https://github.com/martinaalvera/pscanchipRepo		inferred						Command-line tool|Web application	Sequence sites, features and motifs	PHP|C++	GPL-3.0	declared	Mature			93		2013	pmid:23748563			PscanChIP: finding over-represented transcription factor-binding site motifs and their correlations in sequences from ChIP-Seq experiments	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/23748563/	3	2025	23748563	10.1093/nar/gkt448	False	pscanchip	https://bio.tools/pscanchip	2024-11-24	bio.tools		
trafac	TraFaC	Identifies regulatory regions by combining conserved sequence analysis with transcription factor binding site density in orthologous genomic alignments	tfbs-prediction|regulatory-elements	tfbs-prediction	core	http://trafac.cchmc.org/trafac/index.jsp	dead									Web application	Transcription factors and regulatory sites|Gene expression|Gene transcripts|DNA binding sites|Nucleic acid sites, features and motifs							93		2002	pmid:12213778			Detection and Visualization of Compositionally Similar cis-Regulatory Element Clusters in Orthologous and Coordinately Controlled Genes	Genome Research	https://pubmed.ncbi.nlm.nih.gov/12213778/	0	2025	12213778	10.1101/gr.255002	False	trafac	https://bio.tools/trafac	2024-11-25	bio.tools		
viewbs	ViewBS	Powerful toolkit for visualization of high-throughput bisulfite sequencing data.	dna-methylation	dna-methylation	core	https://github.com/xie186/ViewBS		https://github.com/xie186/ViewBS		recorded	90	2026-05-23	False	Perl	GPL-3.0	Command-line tool	Sequencing|Bisulfite sequencing|Data visualisation	Perl	GPL-3.0	declared				93		2018	pmid:29087450					https://pubmed.ncbi.nlm.nih.gov/29087450/			29087450		False	viewbs	https://bio.tools/viewbs	2024-11-25	bio.tools		
bTSSfinder	bTSSfinder	Predicts promoters for five sigma factor classes in cyanobacteria and five in Escherichia coli	tfbs-prediction|regulatory-elements	tfbs-prediction	core	http://www.cbrc.kaust.edu.sa/btssfinder										Command-line tool	Transcription factors and regulatory sites		Other	declared	Mature	Free of charge (with restrictions)		92		2017	pmid:27694198			bTSSfinder: a novel tool for the prediction of promoters in cyanobacteria and Escherichia coli	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/27694198/	7	2025	27694198	10.1093/bioinformatics/btw629	False	bTSSfinder	https://bio.tools/bTSSfinder	2024-11-24	bio.tools		
iEnhancer-ECNN	iEnhancer-ECNN	Identifies enhancers and classifies their strength from DNA sequences using one-hot encoding, k-mers, and ensembles of convolutional neural networks	regulatory-elements|nucleosome-chromatin	regulatory-elements	core	https://github.com/ngphubinh/enhancers		https://github.com/ngphubinh/enhancers		recorded	5	2019-08-29	False			Command-line tool	Machine learning|Gene expression|DNA|Epigenomics|Proteomics							92		2019	pmid:31874637			iEnhancer-ECNN: identifying enhancers and their strength using ensembles of convolutional neural networks	BMC Genomics	https://pubmed.ncbi.nlm.nih.gov/31874637/	16	2025	31874637	10.1186/s12864-019-6336-3	False	iEnhancer-ECNN	https://bio.tools/iEnhancer-ECNN	2020-12-14	bio.tools		
pppbenchmark	PPPbenchmark	Benchmarks promoter prediction programs using a multi-faceted evaluation strategy	regulatory-elements	regulatory-elements	core	http://bioinformatics.psb.ugent.be/software/details/pppbenchmark										Command-line tool	Nucleic acid sites, features and motifs	Java						92		2009	pmid:19478005			Toward a gold standard for promoter prediction evaluation	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/19478005/	0	2025	19478005	10.1093/bioinformatics/btp191	False	pppbenchmark	https://bio.tools/pppbenchmark	2018-12-29	bio.tools		
r-loopbase	R-loopBase	Integrates genomics and literature data to provide a reference set of human R-loop zones, regulatory proteins, and interactive interfaces for searching, visualizing, and analyzing R-loops	peak-calling|chip-resources	peak-calling	core	https://rloopbase.nju.edu.cn										Database portal|Web application	Pathology|Natural language processing|Physiology|Neurology|Oncology	R				Free of charge		92		2022	pmid:34792163			R-loopBase: a knowledgebase for genome-wide R-loop formation and regulation	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/34792163/	17	2025	34792163	10.1093/nar/gkab1103	False	r-loopbase	https://bio.tools/r-loopbase	2022-03-30	bio.tools		
deepyy1	DeepYY1	Identifies YY1-mediated chromatin loops from pairs of YY1 motifs using a deep learning approach	tfbs-prediction	tfbs-prediction	core	http://lin-group.cn/server/DeepYY1										Web application	Transcription factors and regulatory sites|ChIP-seq|Cell biology|Chromosome conformation capture							91		2021	pmid:33279983			DeepYY1: a deep learning approach to identify YY1-mediated chromatin loops	Briefings in Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/33279983/	8	2025	33279983	10.1093/bib/bbaa356	False	deepyy1	https://bio.tools/deepyy1	2021-02-27	bio.tools		
dmrfinder	DMRfinder	Identifying differentially methylated regions from MethylC-seq (bisulfite-sequencing) data.	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://github.com/jsh58/DMRfinder		https://github.com/jsh58/DMRfinder		recorded	28	2023-06-13	False	Python	MIT	Command-line tool	Methylated DNA immunoprecipitation|Epigenetics|DNA	R|Python	MIT	declared				91		2017	pmid:29187143					https://pubmed.ncbi.nlm.nih.gov/29187143/			29187143		False	dmrfinder	https://bio.tools/dmrfinder	2018-12-10	bio.tools		
gwas4d	GWAS4D	Evaluates GWAS signals and identifies context-specific regulatory variants using epigenomes, motif, and Hi-C data	regulatory-elements|regulatory-variants|nucleosome-chromatin|chromatin-3d	regulatory-elements	core	http://mulinlab.tmu.edu.cn/gwas4d										Web application	GWAS study|Epigenomics|Molecular interactions, pathways and networks	JavaScript|Perl						91		2018	pmid:29771388			GWAS4D: multidimensional analysis of context-specific regulatory variant for human complex diseases and traits	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/29771388/	6	2025	29771388	10.1093/nar/gky407	False	gwas4d	https://bio.tools/gwas4d	2024-11-25	bio.tools		
hicGAN	hicGAN	hicGAN infers super resolution Hi-C data with generative adversarial networks | Hi-C data super-resolution with generative adversarial networks | We proposed hicGAN, an open-sourced framework, for inferring high resolution Hi-C data from low resolution Hi-C data with generative adversarial networks (GANs)	tfbs-prediction|chromatin-3d	tfbs-prediction	core	https://github.com/kimmo1019/hicGAN		https://github.com/kimmo1019/hicGAN		recorded	15	2021-07-06	False	Jupyter Notebook	MIT	Command-line tool	Molecular interactions, pathways and networks|Transcription factors and regulatory sites|Natural language processing	Python	MIT	declared				91		2019	pmid:31510693					https://pubmed.ncbi.nlm.nih.gov/31510693/			31510693		False	hicGAN	https://bio.tools/hicGAN	2020-12-10	bio.tools		
prosom	ProSOM	Predicts core promoters from DNA sequences using unsupervised clustering of physical profiles	regulatory-elements	regulatory-elements	core	http://bioinformatics.psb.ugent.be/software/details/ProSOM										Desktop application	Nucleic acid sites, features and motifs	Java						91		2008	pmid:18586720			ProSOM: core promoter prediction based on unsupervised clustering of DNA physical profiles	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/18586720/	2	2025	18586720	10.1093/bioinformatics/btn172	False	prosom	https://bio.tools/prosom	2024-11-25	bio.tools		
biologicalnetworks	BiologicalNetworks	Retrieves, constructs, and visualizes biological networks while mapping high-throughput expression data onto network graphs via the PathSys database	grn-inference	grn-inference	core	http://brak.sdsc.edu/pub/BiologicalNetworks/										Web application	Molecular interactions, pathways and networks|Protein interactions|Mapping|Proteins							90		2006	pmid:16845051			BiologicalNetworks: visualization and analysis tool for systems biology	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/16845051/	1	2025	16845051	10.1093/nar/gkl308	False	biologicalnetworks	https://bio.tools/biologicalnetworks	2024-11-25	bio.tools		
cermit	cERMIT	Identifies sequence motifs from large sets of sequences using rank-order statistics and quantitative evidence	motif-discovery	motif-discovery	core	https://ohlerlab.mdc-berlin.de/software/cERMIT_82/										Command-line tool	Nucleic acid sites, features and motifs	Ruby						90		2010	pmid:20156354			Evidence-ranked motif identification	Genome biology	https://pubmed.ncbi.nlm.nih.gov/20156354/	0	2025	20156354	10.1186/gb-2010-11-2-r19	False	cermit	https://bio.tools/cermit	2024-11-25	bio.tools		
escdb	ESCDb	Collects human and mouse embryonic stem cell perturbation and ChIP datasets	motif-databases|tfbs-prediction	motif-databases	core	http://biit.cs.ut.ee/escd	dead									Database portal	Regenerative medicine|Cell biology|Transcription factors and regulatory sites|Immunoprecipitation experiment		Freeware	declared		Free of charge		89		2010	pmid:20505756			A Data Integration Approach to Mapping OCT4 Gene Regulatory Networks Operative in Embryonic Stem Cells and Embryonal Carcinoma Cells	PLoS ONE	https://pubmed.ncbi.nlm.nih.gov/20505756/	1	2025	20505756	10.1371/journal.pone.0010709	False	escdb	https://bio.tools/escdb	2024-11-25	bio.tools		
PReMod	PReMod	Database of genome-wide mammalian cis-regulatory module predictions	motif-databases|regulatory-elements	motif-databases	seed																			89		2006	pmid:17148480			PReMod: a database of genome-wide mammalian cis-regulatory module predictions	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/17148480/	0	2025	17148480	10.1093/nar/gkl879	False				curated	literature	
bisulfighter	Bisulfighter	Software package for detecting methylated cytosines (mCs) and differentially methylated regions (DMRs) from bisulfite sequencing data	dna-methylation	dna-methylation	core	http://epigenome.cbrc.jp/bisulfighter										Command-line tool	DNA|Methylated DNA immunoprecipitation|Sequencing	C++|Perl|Python						88			pmid:24423865					https://pubmed.ncbi.nlm.nih.gov/24423865/			24423865		False	bisulfighter	https://bio.tools/bisulfighter	2024-11-25	bio.tools		
scpsrm	SCPSRM	Searches for clusters of CDK consensus motifs in protein sequences	motif-scanning	motif-scanning	extended	http://www.moseslab.csb.utoronto.ca/alan/protein_motifs.html										Web application	Small molecules|Sequence sites, features and motifs|Protein sites, features and motifs|Proteins|Protein structural motifs and surfaces							88		2007	pmid:17316440			Clustering of phosphorylation site recognition motifs can be exploited to predict the targets of cyclin-dependent kinase	Genome biology	https://pubmed.ncbi.nlm.nih.gov/17316440/	1	2025	17316440	10.1186/gb-2007-8-2-r23	False	scpsrm	https://bio.tools/scpsrm	2024-11-25	bio.tools		
footprintDB	footprintDB	Database of transcription factors and their DNA-binding interfaces, supporting motif transfer by protein similarity	motif-databases	motif-databases	seed	https://floresta.eead.csic.es/footprintdb/																		87		2013	doi:10.1093/bioinformatics/btt663			footprintDB: a database of transcription factors with annotated cis elements and binding interfaces	Bioinformatics	https://doi.org/10.1093/bioinformatics/btt663	9	2025	24234003	10.1093/bioinformatics/btt663	False				curated		
ocean-c	OCEAN-C	Maps genome-wide open chromatin interactions by integrating FAIRE-seq and Hi-C to identify regulatory hubs	grn-inference|nucleosome-chromatin|chromatin-3d	grn-inference	core	https://github.com/ChengLiLab/OCEAN-C/		https://github.com/ChengLiLab/OCEAN-C		recorded	1	2018-03-30	False	Python		Command-line tool	Gene regulation|Mapping|Genomics	Shell|R|Python	CC-BY-4.0	declared				87		2018	pmid:29690904			OCEAN-C: mapping hubs of open chromatin interactions across the genome reveals gene regulatory networks	Genome biology	https://pubmed.ncbi.nlm.nih.gov/29690904/	10	2025	29690904	10.1186/s13059-018-1430-4	False	ocean-c	https://bio.tools/ocean-c	2024-11-25	bio.tools		
scertf	ScerTF	Catalogs over 1,200 benchmarked position weight matrices for 196 yeast transcription factors, enabling regulatory site and transcription factor identification	motif-databases|tfbs-prediction|regulatory-elements	motif-databases	core	http://stormo.wustl.edu/ScerTF/										Database portal	Transcription factors and regulatory sites|Gene expression|Model organisms|Molecular interactions, pathways and networks|Gene regulation							87		2011	pmid:22140105			ScerTF: a comprehensive database of benchmarked position weight matrices for Saccharomyces species	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/22140105/	1	2025	22140105	10.1093/nar/gkr1180	False	scertf	https://bio.tools/scertf	2024-11-25	bio.tools		
Anchor_TFBS_prediction	Anchor	Predicts transcription factor binding sites across cell types using epigenomic data and machine learning	tfbs-prediction|nucleosome-chromatin	tfbs-prediction	core	https://github.com/GuanLab/Anchor		https://github.com/GuanLab/Anchor		recorded	20	2020-06-11	False	Perl		Command-line tool	Sequencing|Transcription factors and regulatory sites|Epigenomics	Perl|Python			Mature	Free of charge		86		2019	pmid:30567711			Anchor: trans-cell type prediction of transcription factor binding sites	Genome Research	https://pubmed.ncbi.nlm.nih.gov/30567711/	2	2025	30567711	10.1101/gr.237156.118	False	Anchor_TFBS_prediction	https://bio.tools/Anchor_TFBS_prediction	2024-11-24	bio.tools		
deepgrn	DeepGRN	Predicts transcription factor binding sites from DNA sequences and DNase-Seq coverage using attention-based deep neural networks	tfbs-prediction|grn-inference	tfbs-prediction	core	https://github.com/jianlin-cheng/DeepGRN		https://github.com/jianlin-cheng/DeepGRN		recorded	23	2021-09-05	False	Python		Command-line tool	Transcription factors and regulatory sites|Molecular interactions, pathways and networks|Sequencing|Machine learning	Python|Shell|R						86		2021	pmid:33522898			DeepGRN: prediction of transcription factor binding site across cell-types using attention-based deep neural networks	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/33522898/	6	2025	33522898	10.1186/s12859-020-03952-1	False	deepgrn	https://bio.tools/deepgrn	2021-03-27	bio.tools		
globalmit	GlobalMIT	Learns globally optimal dynamic Bayesian network structures from gene expression data using the mutual information test criterion	grn-inference	grn-inference	core	https://www.mathworks.com/matlabcentral/fileexchange/32428-globalmit-toolbox										Suite	Molecular interactions, pathways and networks|Statistics and probability	MATLAB				Free of charge (with restrictions)		86		2011	pmid:21813478			GlobalMIT: learning globally optimal dynamic bayesian network with the mutual information test criterion	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/21813478/	0	2025	21813478	10.1093/bioinformatics/btr457	False	globalmit	https://bio.tools/globalmit	2021-05-21	bio.tools		
HiCNN	HiCNN	Computational method for resolution enhancement of Hi-C data	tfbs-prediction|chromatin-3d	tfbs-prediction	core	http://dna.cs.miami.edu/HiCNN/										Command-line tool	Machine learning|Transcription factors and regulatory sites|Molecular interactions, pathways and networks	Python	Unlicense	declared	Mature	Free of charge		86		2019	pmid:31056636					https://pubmed.ncbi.nlm.nih.gov/31056636/			31056636		False	HiCNN	https://bio.tools/HiCNN	2024-11-24	bio.tools		
mira_single-cell	MIRA	Analyzes dynamic gene regulation from single-cell multiomics data using multimodal models	regulatory-elements|grn-inference|single-cell	regulatory-elements	core	https://github.com/cistrome/MIRA		https://github.com/cistrome/MIRA		recorded	68	2025-07-08	False	HTML		Library	Epigenomics|Chromosome conformation capture|Gene regulation|Transcription factors and regulatory sites|Cell biology	Python	BSD-3-Clause	declared			bioconductor	86		2022	pmid:36068320			MIRA: joint regulatory modeling of multimodal expression and chromatin accessibility in single cells	Nature Methods	https://pubmed.ncbi.nlm.nih.gov/36068320/	23	2025	36068320	10.1038/s41592-022-01595-z	False	mira_single-cell	https://bio.tools/mira_single-cell	2024-11-24	bio.tools		
MultiGPS	MultiGPS	Joint analysis of multi-condition ChIP-seq with shared binding-event detection	peak-calling	peak-calling	seed	http://mahonylab.org/software/multigps/																		86		2014	doi:10.1371/journal.pcbi.1003501			An Integrated Model of Multiple-Condition ChIP-Seq Data Reveals Predeterminants of Cdx2 Binding	PLoS Computational Biology	https://doi.org/10.1371/journal.pcbi.1003501	0	2025	24675637	10.1371/journal.pcbi.1003501	False				curated	galaxy	
promoser	PromoSer	Extracts proximal promoter sequences from mammalian genomes by mapping mRNA and EST sequences to find transcription start sites	tfbs-prediction|regulatory-elements|dna-methylation	tfbs-prediction	core	http://biowulf.bu.edu/zlab/PromoSer/										Web application	Gene transcripts|Transcription factors and regulatory sites|Gene expression|Mapping|Sequence analysis							85		2003	pmid:12824364	108	2	PromoSer: a large-scale mammalian promoter and transcription start site identification service	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/12824364/	1	2025	12824364	10.1093/nar/gkg549	False	promoser	https://bio.tools/promoser	2024-11-25	bio.tools		
target_explorer	Target Explorer	Creates custom transcription factor binding site matrices, searches for binding site clusters, and identifies target genes from genomic sequences	motif-discovery|motif-scanning|tfbs-prediction|regulatory-elements	motif-discovery	core	http://luna.bioc.columbia.edu/Target_Explorer/										Web application	Transcription factors and regulatory sites|Small molecules|Gene expression|DNA binding sites|Gene transcripts		Unlicense	declared	Mature	Free of charge		85		2003	pmid:12824372			Target Explorer: an automated tool for the identification of new target genes for a specified set of transcription factors	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/12824372/	0	2025	12824372	10.1093/nar/gkg544	False	target_explorer	https://bio.tools/target_explorer	2024-11-24	bio.tools		
mirsynergy	Mirsynergy	Detects synergistic miRNA regulatory modules by overlapping neighbourhood expansion from miRNA-target and gene-gene interaction data	regulatory-elements	regulatory-elements	core	http://bioconductor.org/packages/release/bioc/html/Mirsynergy.html	dead									Command-line tool|Library	Gene transcripts|RNA|Functional, regulatory and non-coding RNA	R	GPL-2.0	declared			bioconductor	84		2014	pmid:24894504			Mirsynergy: detecting synergistic miRNA regulatory modules by overlapping neighbourhood expansion	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/24894504/	2	2025	24894504	10.1093/bioinformatics/btu373	False	mirsynergy	https://bio.tools/mirsynergy	2019-01-10	bio.tools		
